,year,artist,track,artistTrack,time,timeInSeconds,genre,enterDate,peakedDate,weeksToPeak,week,rank,peakRank,lifeSpan,weeksAtPeak,weeksAfterPeak
15,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,16.0,1.0,1.0,28.0,11.0,9.0
16,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,17.0,1.0,1.0,28.0,11.0,9.0
17,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,18.0,1.0,1.0,28.0,11.0,9.0
18,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,19.0,1.0,1.0,28.0,11.0,9.0
19,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,20.0,2.0,1.0,28.0,11.0,9.0
20,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,21.0,3.0,1.0,28.0,11.0,9.0
21,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,22.0,7.0,1.0,28.0,11.0,9.0
22,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,23.0,10.0,1.0,28.0,11.0,9.0
23,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,24.0,12.0,1.0,28.0,11.0,9.0
24,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,25.0,15.0,1.0,28.0,11.0,9.0
25,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,26.0,22.0,1.0,28.0,11.0,9.0
26,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,27.0,29.0,1.0,28.0,11.0,9.0
27,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,28.0,31.0,1.0,28.0,11.0,9.0
28,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,29.0,,1.0,28.0,11.0,9.0
29,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,30.0,,1.0,28.0,11.0,9.0
30,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,31.0,,1.0,28.0,11.0,9.0
31,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,32.0,,1.0,28.0,11.0,9.0
32,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,33.0,,1.0,28.0,11.0,9.0
33,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,34.0,,1.0,28.0,11.0,9.0
34,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,35.0,,1.0,28.0,11.0,9.0
35,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,36.0,,1.0,28.0,11.0,9.0
36,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,37.0,,1.0,28.0,11.0,9.0
37,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,38.0,,1.0,28.0,11.0,9.0
38,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,39.0,,1.0,28.0,11.0,9.0
39,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,40.0,,1.0,28.0,11.0,9.0
40,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,41.0,,1.0,28.0,11.0,9.0
41,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,42.0,,1.0,28.0,11.0,9.0
42,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,43.0,,1.0,28.0,11.0,9.0
43,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,44.0,,1.0,28.0,11.0,9.0
44,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,45.0,,1.0,28.0,11.0,9.0
45,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,46.0,,1.0,28.0,11.0,9.0
46,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,47.0,,1.0,28.0,11.0,9.0
47,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,48.0,,1.0,28.0,11.0,9.0
48,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,49.0,,1.0,28.0,11.0,9.0
49,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,50.0,,1.0,28.0,11.0,9.0
50,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,51.0,,1.0,28.0,11.0,9.0
51,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,52.0,,1.0,28.0,11.0,9.0
52,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,53.0,,1.0,28.0,11.0,9.0
53,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,54.0,,1.0,28.0,11.0,9.0
54,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,55.0,,1.0,28.0,11.0,9.0
55,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,56.0,,1.0,28.0,11.0,9.0
56,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,57.0,,1.0,28.0,11.0,9.0
57,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,58.0,,1.0,28.0,11.0,9.0
58,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,59.0,,1.0,28.0,11.0,9.0
59,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,60.0,,1.0,28.0,11.0,9.0
60,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,61.0,,1.0,28.0,11.0,9.0
61,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,62.0,,1.0,28.0,11.0,9.0
62,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,63.0,,1.0,28.0,11.0,9.0
63,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,64.0,,1.0,28.0,11.0,9.0
64,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,65.0,,1.0,28.0,11.0,9.0
65,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,66.0,,1.0,28.0,11.0,9.0
66,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,67.0,,1.0,28.0,11.0,9.0
67,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,68.0,,1.0,28.0,11.0,9.0
68,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,69.0,,1.0,28.0,11.0,9.0
69,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,70.0,,1.0,28.0,11.0,9.0
70,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,71.0,,1.0,28.0,11.0,9.0
71,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,72.0,,1.0,28.0,11.0,9.0
72,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,73.0,,1.0,28.0,11.0,9.0
73,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,74.0,,1.0,28.0,11.0,9.0
74,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,75.0,,1.0,28.0,11.0,9.0
75,2000,Destiny's Child,Independent Women Part I,Destiny's Child - 'Independent Women Part I',3:38,218.0,Rock,2000-09-23,2000-11-18,8.0,76.0,,1.0,28.0,11.0,9.0
76,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,1.0,15.0,1.0,26.0,10.0,8.0
77,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,2.0,8.0,1.0,26.0,10.0,8.0
78,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,3.0,6.0,1.0,26.0,10.0,8.0
79,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,4.0,5.0,1.0,26.0,10.0,8.0
80,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,5.0,2.0,1.0,26.0,10.0,8.0
81,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,6.0,3.0,1.0,26.0,10.0,8.0
82,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,7.0,2.0,1.0,26.0,10.0,8.0
83,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,8.0,2.0,1.0,26.0,10.0,8.0
84,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,9.0,1.0,1.0,26.0,10.0,8.0
85,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,10.0,1.0,1.0,26.0,10.0,8.0
86,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,11.0,1.0,1.0,26.0,10.0,8.0
87,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,12.0,1.0,1.0,26.0,10.0,8.0
88,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,13.0,1.0,1.0,26.0,10.0,8.0
89,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,14.0,1.0,1.0,26.0,10.0,8.0
90,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,15.0,1.0,1.0,26.0,10.0,8.0
91,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,16.0,1.0,1.0,26.0,10.0,8.0
92,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,17.0,1.0,1.0,26.0,10.0,8.0
93,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,18.0,1.0,1.0,26.0,10.0,8.0
94,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,19.0,8.0,1.0,26.0,10.0,8.0
95,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,20.0,15.0,1.0,26.0,10.0,8.0
96,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,21.0,19.0,1.0,26.0,10.0,8.0
97,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,22.0,21.0,1.0,26.0,10.0,8.0
98,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,23.0,26.0,1.0,26.0,10.0,8.0
99,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,24.0,36.0,1.0,26.0,10.0,8.0
100,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,25.0,48.0,1.0,26.0,10.0,8.0
101,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,26.0,47.0,1.0,26.0,10.0,8.0
102,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,27.0,,1.0,26.0,10.0,8.0
103,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,28.0,,1.0,26.0,10.0,8.0
104,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,29.0,,1.0,26.0,10.0,8.0
105,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,30.0,,1.0,26.0,10.0,8.0
106,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,31.0,,1.0,26.0,10.0,8.0
107,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,32.0,,1.0,26.0,10.0,8.0
108,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,33.0,,1.0,26.0,10.0,8.0
109,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,34.0,,1.0,26.0,10.0,8.0
110,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,35.0,,1.0,26.0,10.0,8.0
111,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,36.0,,1.0,26.0,10.0,8.0
112,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,37.0,,1.0,26.0,10.0,8.0
113,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,38.0,,1.0,26.0,10.0,8.0
114,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,39.0,,1.0,26.0,10.0,8.0
115,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,40.0,,1.0,26.0,10.0,8.0
116,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,41.0,,1.0,26.0,10.0,8.0
117,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,42.0,,1.0,26.0,10.0,8.0
118,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,43.0,,1.0,26.0,10.0,8.0
119,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,44.0,,1.0,26.0,10.0,8.0
120,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,45.0,,1.0,26.0,10.0,8.0
121,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,46.0,,1.0,26.0,10.0,8.0
122,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,47.0,,1.0,26.0,10.0,8.0
123,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,48.0,,1.0,26.0,10.0,8.0
124,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,49.0,,1.0,26.0,10.0,8.0
125,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,50.0,,1.0,26.0,10.0,8.0
126,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,51.0,,1.0,26.0,10.0,8.0
127,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,52.0,,1.0,26.0,10.0,8.0
128,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,53.0,,1.0,26.0,10.0,8.0
129,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,54.0,,1.0,26.0,10.0,8.0
130,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,55.0,,1.0,26.0,10.0,8.0
131,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,56.0,,1.0,26.0,10.0,8.0
132,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,57.0,,1.0,26.0,10.0,8.0
133,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,58.0,,1.0,26.0,10.0,8.0
134,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,59.0,,1.0,26.0,10.0,8.0
135,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,60.0,,1.0,26.0,10.0,8.0
136,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,61.0,,1.0,26.0,10.0,8.0
137,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,62.0,,1.0,26.0,10.0,8.0
138,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,63.0,,1.0,26.0,10.0,8.0
139,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,64.0,,1.0,26.0,10.0,8.0
140,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,65.0,,1.0,26.0,10.0,8.0
141,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,66.0,,1.0,26.0,10.0,8.0
142,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,67.0,,1.0,26.0,10.0,8.0
143,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,68.0,,1.0,26.0,10.0,8.0
144,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,69.0,,1.0,26.0,10.0,8.0
145,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,70.0,,1.0,26.0,10.0,8.0
146,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,71.0,,1.0,26.0,10.0,8.0
147,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,72.0,,1.0,26.0,10.0,8.0
148,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,73.0,,1.0,26.0,10.0,8.0
149,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,74.0,,1.0,26.0,10.0,8.0
150,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,75.0,,1.0,26.0,10.0,8.0
151,2000,Santana,"Maria, Maria","Santana - 'Maria, Maria'",4:18,258.0,Rock,2000-02-12,2000-04-08,8.0,76.0,,1.0,26.0,10.0,8.0
152,2000,Savage Garden,I Knew I Loved You,Savage Garden - 'I Knew I Loved You',4:07,247.0,Rock,1999-10-23,2000-01-29,14.0,1.0,71.0,1.0,33.0,4.0,15.0
153,2000,Savage Garden,I Knew I Loved You,Savage Garden - 'I Knew I Loved You',4:07,247.0,Rock,1999-10-23,2000-01-29,14.0,2.0,48.0,1.0,33.0,4.0,15.0
154,2000,Savage Garden,I Knew I Loved You,Savage Garden - 'I Knew I Loved You',4:07,247.0,Rock,1999-10-23,2000-01-29,14.0,3.0,43.0,1.0,33.0,4.0,15.0
